Headline,Description,Date,Link
Pakistan’s jailed former Prime Minister Imran Khan uses AI to give speech ahead of general election,"Pakistan’s embattled former Prime Minister Imran Khan has delivered a rousing speech to his supporters from behind bars, using artificial intelligence (AI) to create a voice clone that has allowed the jailed politician to campaign for his party months ...","Dec 19, 2023",https://www.cnn.com/2023/12/19/asia/pakistan-imran-khan-ai-speech-intl-hnk/index.html
Pakistani armed forces suffer deadliest attack this year,Pakistani armed forces suffer deadliest attack this year,"Dec 12, 2023",https://www.cnn.com/2023/12/12/asia/pakistani-army-attack-intl/index.html
Putin makes rare foreign visit to UAE as Ukraine war grinds on,Russian President Vladimir Putin said relations with the United Arab Emirates were at an all-time high during his first visit to the Middle East since the full-scale invasion of Ukraine nearly two years ago.,"Dec 06, 2023",https://www.cnn.com/2023/12/06/middleeast/putin-russia-saudi-uae-vist-israel-intl/index.html
‘Pay any price.’ Alibaba’s Jack Ma urges reform as rival rattles e-commerce giant,Alibaba founder Jack Ma is rallying the troops after blockbuster earnings from a competitor caused a stir.,"Dec 01, 2023",https://www.cnn.com/2023/11/30/tech/pdd-earnings-jack-ma-alibaba-reaction-intl-hnk/index.html
"China will focus on ‘high-quality, sustainable growth,’ central bank chief says","China’s central bank governor says the world’s second largest economy is continuing to recover, and is on track to meet its 5% expansion target this year.","Nov 28, 2023",https://www.cnn.com/2023/11/28/business/china-economy-pboc-governor-intl-hnk/index.html
China launches criminal probe into ‘insolvent’ shadow bank,The troubles besetting one China’s biggest privately-owned financial conglomerates have deepened with Zhongzhi now at the centre of a criminal investigation.,"Nov 27, 2023",https://www.cnn.com/2023/11/27/business/china-police-probe-zhongzhi-insolvent-intl-hnk/index.html
"‘The Mongol Khan,’ Mongolia’s ‘soft power’ drive arrives in London","The Coliseum in London’s West End is used to staging epic theatrical productions. But even for the capital’s largest theater, The Mongol Khan was unique.","Nov 24, 2023",https://www.cnn.com/style/the-mongol-khan-london/index.html
A UAE company has secured African land the size of the UK for controversial carbon offset projects,"The flurry of agreements involve forest projects in five African nations, including Zimbabwe, where nearly 20% of the nation could come under the company’s control.","Nov 23, 2023",https://www.cnn.com/2023/11/22/climate/uae-cop28-adnoc-fossil-fuels-expansion-climate-intl/index.html
Kim Kardashian is investing in the maker of truffle-infused condiments,Kim Kardashian’s private equity firm has announced its first investment: A company that makes truffle-infused sauces that sells for about $20 a bottle.,"Nov 21, 2023",https://www.cnn.com/2023/11/21/business/kim-kardashian-truff-investment/index.html
Another top executive is being investigated by China’s corruption watchdog,"Another business leader in China is being probed by the country’s anti-graft watchdog, in a sign of an ongoing crackdown in the world’s second largest economy.","Nov 21, 2023",https://www.cnn.com/2023/11/21/business/china-shanghai-industrial-group-ceo-investigation-intl-hnk/index.html
UN Human Rights Chief ‘alarmed’ by reported abuse of Afghan refugees in Pakistan,"The United Nations Human Rights Chief, Volker Türk said he was “alarmed” by reports of abuse of Afghan refugees in Pakistan amid an ongoing policy of mass deportation, according to a statement on Wednesday.","Nov 16, 2023",https://www.cnn.com/2023/11/16/world/pakistan-un-human-rights-afghan-refugees-intl-hnk/index.html
"China retail sales, factory output grow more than expected in October","Chinese shoppers are spending more again, new data from China’s National Bureau of Statistics (NBS) shows, but it won’t necessarily mean a big boost for the economy.","Nov 15, 2023",https://www.cnn.com/2023/11/14/business/china-economy-data-october-intl-hnk/index.html
Law firms accused of fueling Islamophobia and chilling free speech,A coalition of Muslim bar associations is accusing leading law firms of contributing to Islamophobia and a climate of fear in the legal community.,"Nov 15, 2023",https://www.cnn.com/2023/11/14/business/islamophobia-antisemitism-law-firms/index.html
This megacity is the latest to shut down as pollution chokes swathes of South Asia,"Lahore has become the latest megacity to shut down as pollution chokes swathes of South Asia, where nearly 50 million people have been breathing toxic air for nearly a week.","Nov 10, 2023",https://www.cnn.com/2023/11/10/asia/pakistan-india-pollution-new-delhi-lahore-intl-hnk/index.html
Yet another CEO goes AWOL in China,The CEO of a Chinese live-streaming service backed by Tencent has become the latest high-flying executive to fall mysteriously silent in the world’s second largest economy.,"Nov 08, 2023",https://www.cnn.com/2023/11/07/business/chen-shaojie-china-ceo-intl-hnk/index.html
Chinese leaders defend state of economy at global finance summit in Hong Kong,"A trio of senior Chinese officials used a financial summit in Hong Kong on Tuesday to defend the state of the world’s second largest economy, telling Wall Street’s top executives that there was little to worry about despite an uneven recovery and ...","Nov 07, 2023",https://www.cnn.com/2023/11/07/economy/china-economy-reassurance-finance-summit-intl-hnk/index.html
China hasn’t been this scary for investors in 25 years,"The world’s second largest economy is struggling to attract foreign companies and investments, despite Beijing’s efforts to address its myriad economic challenges, according to new data from China.","Nov 06, 2023",https://www.cnn.com/2023/11/06/economy/china-negative-fdi-challenges-hnk-intl/index.html
China’s corruption watchdog investigates former ICBC banker as clampdown continues,"Zhang Hongli, former party committee member and vice president of the Industrial and Commercial Bank of China (ICBC), is suspected of seriously violating rules and laws and is probed by the Central Commission for Discipline Inspection said on ...","Nov 06, 2023",https://www.cnn.com/2023/11/06/business/china-ex-icbc-vp-probe-intl-hnk/index.html
Saudi Arabia’s oil production cuts have tipped its economy into reverse,"Saudi Arabia’s economy has jolted into reverse gear, after the world’s largest crude oil producer slashed output to prop up prices.","Nov 04, 2023",https://www.cnn.com/2023/11/03/economy/saudi-arabia-economy-oil-shrinks/index.html
‘There is no school for girls’: Afghans who fled to Pakistan sent back to a homeland that is foreign to many,"Earlier this week Nasim was leaving the only home he’s ever known, trudging toward Pakistan’s border alongside tens of thousands of fellow Afghan refugees who like him have been given a deadline to depart the country.","Nov 03, 2023",https://www.cnn.com/2023/11/03/asia/pakistan-expels-afghanistan-migrants-hnk-intl/index.html
Former Chinese Premier Li Keqiang dead at 68: state media,"China’s former Premier Li Keqiang has died, state media said on Friday.","Nov 03, 2023",https://www.cnn.com/2023/10/27/china/china-former-premier-li-keqiang-died-intl-hnk/index.html
"Young Indians should work 70 hours a week, says billionaire tech founder",One of India’s most revered entrepreneurs believes that young people in his country need to put in more hours at work if they want to see the South Asian nation become a global economic powerhouse.,"Nov 03, 2023",https://www.cnn.com/india-infosys-founder-work-hours-success-intl-hnk/index.html
China’s factory activity unexpectedly contracts in October as demand drops,"China’s massive manufacturing sector unexpectedly contracted amid weak demand, fueling calls for stronger policy support to boost growth.","Oct 31, 2023",https://www.cnn.com/2023/10/31/economy/china-pmi-october-economy-intl-hnk/index.html
US and Gulf nations target ‘secret’ Hamas investment portfolio worth up to $1 billion,The United States along with some Middle Eastern nations are stepping up efforts to target a “secret” Hamas investment portfolio government officials believe to be worth up to $1 billion.,"Oct 25, 2023",https://www.cnn.com/2023/10/24/business/hamas-secret-investment-portfolio-israel/index.html
Mitsubishi Motors is ending production in China,"Mitsubishi Motors will stop producing vehicles in China, in the latest sign of retreat by foreign automakers in the world’s biggest car market.","Oct 25, 2023",https://www.cnn.com/2023/10/25/cars/japan-mitsubishi-ending-china-production-intl-hnk/index.html
Jamie Dimon and other top bankers visit Saudi Arabia as Israel-Hamas war rages,"JPMorgan CEO Jamie Dimon, Citigroup’s Jane Fraser and other top names on Wall Street are in Saudi Arabia Tuesday for an investment conference as they try to look beyond risks that the Israel-Hamas war could widen into a regional conflict and deal ...","Oct 24, 2023",https://www.cnn.com/2023/10/24/investing/saudi-davos-in-the-desert-jamie-dimon/index.html
How McDonald’s Middle East franchises got into a public feud over Israel,Tensions are playing out at McDonald’s locations across the Middle East as the Israel-Hamas war rages on.,"Oct 24, 2023",https://www.cnn.com/2023/10/23/business/mcdonalds-israel-middle-east/index.html
"The war has forced Israel’s Arab citizens to explain that no, they are not Hamas","When 20-year-old Aya Najame, an Arab Muslim, was a little girl growing up in the northern Israeli port city of Haifa, she would go on cultural exchange trips to Jewish schools to learn about the Jewish way of life. Jewish children would do the same, ...","Oct 21, 2023",https://www.cnn.com/2023/10/21/middleeast/arab-israeli-citizens-cmd-intl/index.html
